wpp,file_group,VarID,Variant,n_row,n_col,n_original_files
2022,TotalPopulationBySex,10,Momentum,22594,16,1
2022,TotalPopulationBySex,2,Medium,43186,16,1
2022,TotalPopulationBySex,202,Median PI,22594,16,1
2022,TotalPopulationBySex,203,Upper 80 PI,22594,16,1
2022,TotalPopulationBySex,204,Lower 80 PI,22594,16,1
2022,TotalPopulationBySex,206,Upper 95 PI,22594,16,1
2022,TotalPopulationBySex,207,Lower 95 PI,22594,16,1
2022,TotalPopulationBySex,3,High,22594,16,1
2022,TotalPopulationBySex,4,Low,22594,16,1
2022,TotalPopulationBySex,5,Constant fertility,22594,16,1
2022,TotalPopulationBySex,6,Instant replacement,22594,16,1
2022,TotalPopulationBySex,7,Zero migration,22594,16,1
2022,TotalPopulationBySex,8,Constant mortality,22594,16,1
2022,TotalPopulationBySex,9,No change,22594,16,1
