wpp,file,AgeGrp,AgeGrpStart,AgeGrpSpan
2008,PopulationBySingleAgeSex_2005-2050,18,18,1
2008,PopulationBySingleAgeSex_2005-2050,19,19,1
2008,PopulationBySingleAgeSex_2005-2050,20,20,1
2008,PopulationBySingleAgeSex_2005-2050,21,21,1
2008,PopulationBySingleAgeSex_2005-2050,22,22,1
2008,PopulationBySingleAgeSex_2005-2050,23,23,1
2008,PopulationBySingleAgeSex_2005-2050,24,24,1
2008,PopulationBySingleAgeSex_2005-2050,25,25,1
2008,PopulationBySingleAgeSex_2005-2050,26,26,1
2008,PopulationBySingleAgeSex_2005-2050,27,27,1
2008,PopulationBySingleAgeSex_2005-2050,28,28,1
2008,PopulationBySingleAgeSex_2005-2050,29,29,1
2008,PopulationBySingleAgeSex_2005-2050,30,30,1
2008,PopulationBySingleAgeSex_2005-2050,31,31,1
2008,PopulationBySingleAgeSex_2005-2050,32,32,1
2008,PopulationBySingleAgeSex_2005-2050,33,33,1
2008,PopulationBySingleAgeSex_2005-2050,34,34,1
2008,PopulationBySingleAgeSex_2005-2050,35,35,1
2008,PopulationBySingleAgeSex_2005-2050,36,36,1
2008,PopulationBySingleAgeSex_2005-2050,37,37,1
2008,PopulationBySingleAgeSex_2005-2050,38,38,1
2008,PopulationBySingleAgeSex_2005-2050,39,39,1
2008,PopulationBySingleAgeSex_2005-2050,40,40,1
2008,PopulationBySingleAgeSex_2005-2050,41,41,1
2008,PopulationBySingleAgeSex_2005-2050,42,42,1
2008,PopulationBySingleAgeSex_2005-2050,43,43,1
2008,PopulationBySingleAgeSex_2005-2050,44,44,1
2008,PopulationBySingleAgeSex_2005-2050,45,45,1
2008,PopulationBySingleAgeSex_2005-2050,46,46,1
2008,PopulationBySingleAgeSex_2005-2050,47,47,1
2008,PopulationBySingleAgeSex_2005-2050,48,48,1
2008,PopulationBySingleAgeSex_2005-2050,49,49,1
2008,PopulationBySingleAgeSex_2005-2050,50,50,1
2008,PopulationBySingleAgeSex_2005-2050,51,51,1
2008,PopulationBySingleAgeSex_2005-2050,52,52,1
2008,PopulationBySingleAgeSex_2005-2050,53,53,1
2008,PopulationBySingleAgeSex_2005-2050,54,54,1
2008,PopulationBySingleAgeSex_2005-2050,55,55,1
2008,PopulationBySingleAgeSex_2005-2050,56,56,1
2008,PopulationBySingleAgeSex_2005-2050,57,57,1
2008,PopulationBySingleAgeSex_2005-2050,58,58,1
2008,PopulationBySingleAgeSex_2005-2050,59,59,1
2008,PopulationBySingleAgeSex_2005-2050,60,60,1
2008,PopulationBySingleAgeSex_2005-2050,61,61,1
2008,PopulationBySingleAgeSex_2005-2050,62,62,1
2008,PopulationBySingleAgeSex_2005-2050,63,63,1
2008,PopulationBySingleAgeSex_2005-2050,64,64,1
2008,PopulationBySingleAgeSex_2005-2050,65,65,1
2008,PopulationBySingleAgeSex_2005-2050,66,66,1
2008,PopulationBySingleAgeSex_2005-2050,67,67,1
2008,PopulationBySingleAgeSex_2005-2050,68,68,1
2008,PopulationBySingleAgeSex_2005-2050,69,69,1
2008,PopulationBySingleAgeSex_2005-2050,70,70,1
2008,PopulationBySingleAgeSex_2005-2050,71,71,1
2008,PopulationBySingleAgeSex_2005-2050,72,72,1
2008,PopulationBySingleAgeSex_2005-2050,73,73,1
2008,PopulationBySingleAgeSex_2005-2050,74,74,1
2008,PopulationBySingleAgeSex_2005-2050,75,75,1
2008,PopulationBySingleAgeSex_2005-2050,76,76,1
2008,PopulationBySingleAgeSex_2005-2050,77,77,1
2008,PopulationBySingleAgeSex_2005-2050,78,78,1
2008,PopulationBySingleAgeSex_2005-2050,79,79,1
2008,PopulationBySingleAgeSex_2005-2050,80,80,1
2008,PopulationBySingleAgeSex_2005-2050,81,81,1
2008,PopulationBySingleAgeSex_2005-2050,82,82,1
2008,PopulationBySingleAgeSex_2005-2050,83,83,1
2008,PopulationBySingleAgeSex_2005-2050,84,84,1
2008,PopulationBySingleAgeSex_2005-2050,85,85,1
2008,PopulationBySingleAgeSex_2005-2050,86,86,1
2008,PopulationBySingleAgeSex_2005-2050,87,87,1
2008,PopulationBySingleAgeSex_2005-2050,88,88,1
2008,PopulationBySingleAgeSex_2005-2050,89,89,1
2008,PopulationBySingleAgeSex_2005-2050,90,90,1
2008,PopulationBySingleAgeSex_2005-2050,91,91,1
2008,PopulationBySingleAgeSex_2005-2050,92,92,1
2008,PopulationBySingleAgeSex_2005-2050,93,93,1
2008,PopulationBySingleAgeSex_2005-2050,94,94,1
2008,PopulationBySingleAgeSex_2005-2050,95,95,1
2008,PopulationBySingleAgeSex_2005-2050,96,96,1
2008,PopulationBySingleAgeSex_2005-2050,97,97,1
2008,PopulationBySingleAgeSex_2005-2050,98,98,1
2008,PopulationBySingleAgeSex_2005-2050,99,99,1
2008,PopulationBySingleAgeSex_2005-2050,100,100,-1
2010,Fertility_by_Age,15-19,15,5
2010,Fertility_by_Age,20-24,20,5
2010,Fertility_by_Age,25-29,25,5
2010,Fertility_by_Age,30-34,30,5
2010,Fertility_by_Age,35-39,35,5
2010,Fertility_by_Age,40-44,40,5
2010,Fertility_by_Age,45-49,45,5
2010,Life_Table,0,0,1
2010,Life_Table,1-4,1,4
2010,Life_Table,5-9,5,5
2010,Life_Table,10-14,10,5
2010,Life_Table,15-19,15,5
2010,Life_Table,20-24,20,5
2010,Life_Table,25-29,25,5
2010,Life_Table,30-34,30,5
2010,Life_Table,35-39,35,5
2010,Life_Table,40-44,40,5
2010,Life_Table,45-49,45,5
2010,Life_Table,50-54,50,5
2010,Life_Table,55-59,55,5
2010,Life_Table,60-64,60,5
2010,Life_Table,65-69,65,5
2010,Life_Table,70-74,70,5
2010,Life_Table,75-79,75,5
2010,Life_Table,80-84,80,5
2010,Life_Table,85-89,85,5
2010,Life_Table,90-94,90,5
2010,Life_Table,95-99,95,5
2010,Life_Table,100+,100,-1
2010,PopulationByAgeSex_5x5_Medium,0-4,0,5
2010,PopulationByAgeSex_5x5_Medium,5-9,5,5
2010,PopulationByAgeSex_5x5_Medium,10-14,10,5
2010,PopulationByAgeSex_5x5_Medium,15-19,15,5
2010,PopulationByAgeSex_5x5_Medium,20-24,20,5
2010,PopulationByAgeSex_5x5_Medium,25-29,25,5
2010,PopulationByAgeSex_5x5_Medium,30-34,30,5
2010,PopulationByAgeSex_5x5_Medium,35-39,35,5
2010,PopulationByAgeSex_5x5_Medium,40-44,40,5
2010,PopulationByAgeSex_5x5_Medium,45-49,45,5
2010,PopulationByAgeSex_5x5_Medium,50-54,50,5
2010,PopulationByAgeSex_5x5_Medium,55-59,55,5
2010,PopulationByAgeSex_5x5_Medium,60-64,60,5
2010,PopulationByAgeSex_5x5_Medium,65-69,65,5
2010,PopulationByAgeSex_5x5_Medium,70-74,70,5
2010,PopulationByAgeSex_5x5_Medium,75-79,75,5
2010,PopulationByAgeSex_5x5_Medium,80-84,80,5
2010,PopulationByAgeSex_5x5_Medium,85-89,85,5
2010,PopulationByAgeSex_5x5_Medium,90-94,90,5
2010,PopulationByAgeSex_5x5_Medium,95-99,95,5
2010,PopulationByAgeSex_5x5_Medium,100+,100,-1
2010,PopulationByAgeSex_Medium,0-4,0,5
2010,PopulationByAgeSex_Medium,5-9,5,5
2010,PopulationByAgeSex_Medium,10-14,10,5
2010,PopulationByAgeSex_Medium,15-19,15,5
2010,PopulationByAgeSex_Medium,20-24,20,5
2010,PopulationByAgeSex_Medium,25-29,25,5
2010,PopulationByAgeSex_Medium,30-34,30,5
2010,PopulationByAgeSex_Medium,35-39,35,5
2010,PopulationByAgeSex_Medium,40-44,40,5
2010,PopulationByAgeSex_Medium,45-49,45,5
2010,PopulationByAgeSex_Medium,50-54,50,5
2010,PopulationByAgeSex_Medium,55-59,55,5
2010,PopulationByAgeSex_Medium,60-64,60,5
2010,PopulationByAgeSex_Medium,65-69,65,5
2010,PopulationByAgeSex_Medium,70-74,70,5
2010,PopulationByAgeSex_Medium,75-79,75,5
2010,PopulationByAgeSex_Medium,80-84,80,5
2010,PopulationByAgeSex_Medium,85-89,85,5
2010,PopulationByAgeSex_Medium,90-94,90,5
2010,PopulationByAgeSex_Medium,95-99,95,5
2010,PopulationByAgeSex_Medium,100+,100,-1
2010,PopulationByAgeSex_OtherVariants,0-4,0,5
2010,PopulationByAgeSex_OtherVariants,5-9,5,5
2010,PopulationByAgeSex_OtherVariants,10-14,10,5
2010,PopulationByAgeSex_OtherVariants,15-19,15,5
2010,PopulationByAgeSex_OtherVariants,20-24,20,5
2010,PopulationByAgeSex_OtherVariants,25-29,25,5
2010,PopulationByAgeSex_OtherVariants,30-34,30,5
2010,PopulationByAgeSex_OtherVariants,35-39,35,5
2010,PopulationByAgeSex_OtherVariants,40-44,40,5
2010,PopulationByAgeSex_OtherVariants,45-49,45,5
2010,PopulationByAgeSex_OtherVariants,50-54,50,5
2010,PopulationByAgeSex_OtherVariants,55-59,55,5
2010,PopulationByAgeSex_OtherVariants,60-64,60,5
2010,PopulationByAgeSex_OtherVariants,65-69,65,5
2010,PopulationByAgeSex_OtherVariants,70-74,70,5
2010,PopulationByAgeSex_OtherVariants,75-79,75,5
2010,PopulationByAgeSex_OtherVariants,80-84,80,5
2010,PopulationByAgeSex_OtherVariants,85-89,85,5
2010,PopulationByAgeSex_OtherVariants,90-94,90,5
2010,PopulationByAgeSex_OtherVariants,95-99,95,5
2010,PopulationByAgeSex_OtherVariants,100+,100,-1
2010,PopulationBySingleAgeSex_1950-2009,0,0,1
2010,PopulationBySingleAgeSex_1950-2009,1,1,1
2010,PopulationBySingleAgeSex_1950-2009,2,2,1
2010,PopulationBySingleAgeSex_1950-2009,3,3,1
2010,PopulationBySingleAgeSex_1950-2009,4,4,1
2010,PopulationBySingleAgeSex_1950-2009,5,5,1
2010,PopulationBySingleAgeSex_1950-2009,6,6,1
2010,PopulationBySingleAgeSex_1950-2009,7,7,1
2010,PopulationBySingleAgeSex_1950-2009,8,8,1
2010,PopulationBySingleAgeSex_1950-2009,9,9,1
2010,PopulationBySingleAgeSex_1950-2009,10,10,1
2010,PopulationBySingleAgeSex_1950-2009,11,11,1
2010,PopulationBySingleAgeSex_1950-2009,12,12,1
2010,PopulationBySingleAgeSex_1950-2009,13,13,1
2010,PopulationBySingleAgeSex_1950-2009,14,14,1
2010,PopulationBySingleAgeSex_1950-2009,15,15,1
2010,PopulationBySingleAgeSex_1950-2009,16,16,1
2010,PopulationBySingleAgeSex_1950-2009,17,17,1
2010,PopulationBySingleAgeSex_1950-2009,18,18,1
2010,PopulationBySingleAgeSex_1950-2009,19,19,1
2010,PopulationBySingleAgeSex_1950-2009,20,20,1
2010,PopulationBySingleAgeSex_1950-2009,21,21,1
2010,PopulationBySingleAgeSex_1950-2009,22,22,1
2010,PopulationBySingleAgeSex_1950-2009,23,23,1
2010,PopulationBySingleAgeSex_1950-2009,24,24,1
2010,PopulationBySingleAgeSex_1950-2009,25,25,1
2010,PopulationBySingleAgeSex_1950-2009,26,26,1
2010,PopulationBySingleAgeSex_1950-2009,27,27,1
2010,PopulationBySingleAgeSex_1950-2009,28,28,1
2010,PopulationBySingleAgeSex_1950-2009,29,29,1
2010,PopulationBySingleAgeSex_1950-2009,30,30,1
2010,PopulationBySingleAgeSex_1950-2009,31,31,1
2010,PopulationBySingleAgeSex_1950-2009,32,32,1
2010,PopulationBySingleAgeSex_1950-2009,33,33,1
2010,PopulationBySingleAgeSex_1950-2009,34,34,1
2010,PopulationBySingleAgeSex_1950-2009,35,35,1
2010,PopulationBySingleAgeSex_1950-2009,36,36,1
2010,PopulationBySingleAgeSex_1950-2009,37,37,1
2010,PopulationBySingleAgeSex_1950-2009,38,38,1
2010,PopulationBySingleAgeSex_1950-2009,39,39,1
2010,PopulationBySingleAgeSex_1950-2009,40,40,1
2010,PopulationBySingleAgeSex_1950-2009,41,41,1
2010,PopulationBySingleAgeSex_1950-2009,42,42,1
2010,PopulationBySingleAgeSex_1950-2009,43,43,1
2010,PopulationBySingleAgeSex_1950-2009,44,44,1
2010,PopulationBySingleAgeSex_1950-2009,45,45,1
2010,PopulationBySingleAgeSex_1950-2009,46,46,1
2010,PopulationBySingleAgeSex_1950-2009,47,47,1
2010,PopulationBySingleAgeSex_1950-2009,48,48,1
2010,PopulationBySingleAgeSex_1950-2009,49,49,1
2010,PopulationBySingleAgeSex_1950-2009,50,50,1
2010,PopulationBySingleAgeSex_1950-2009,51,51,1
2010,PopulationBySingleAgeSex_1950-2009,52,52,1
2010,PopulationBySingleAgeSex_1950-2009,53,53,1
2010,PopulationBySingleAgeSex_1950-2009,54,54,1
2010,PopulationBySingleAgeSex_1950-2009,55,55,1
2010,PopulationBySingleAgeSex_1950-2009,56,56,1
2010,PopulationBySingleAgeSex_1950-2009,57,57,1
2010,PopulationBySingleAgeSex_1950-2009,58,58,1
2010,PopulationBySingleAgeSex_1950-2009,59,59,1
2010,PopulationBySingleAgeSex_1950-2009,60,60,1
2010,PopulationBySingleAgeSex_1950-2009,61,61,1
2010,PopulationBySingleAgeSex_1950-2009,62,62,1
2010,PopulationBySingleAgeSex_1950-2009,63,63,1
2010,PopulationBySingleAgeSex_1950-2009,64,64,1
2010,PopulationBySingleAgeSex_1950-2009,65,65,1
2010,PopulationBySingleAgeSex_1950-2009,66,66,1
2010,PopulationBySingleAgeSex_1950-2009,67,67,1
2010,PopulationBySingleAgeSex_1950-2009,68,68,1
2010,PopulationBySingleAgeSex_1950-2009,69,69,1
2010,PopulationBySingleAgeSex_1950-2009,70,70,1
2010,PopulationBySingleAgeSex_1950-2009,71,71,1
2010,PopulationBySingleAgeSex_1950-2009,72,72,1
2010,PopulationBySingleAgeSex_1950-2009,73,73,1
2010,PopulationBySingleAgeSex_1950-2009,74,74,1
2010,PopulationBySingleAgeSex_1950-2009,75,75,1
2010,PopulationBySingleAgeSex_1950-2009,76,76,1
2010,PopulationBySingleAgeSex_1950-2009,77,77,1
2010,PopulationBySingleAgeSex_1950-2009,78,78,1
2010,PopulationBySingleAgeSex_1950-2009,79,79,1
2010,PopulationBySingleAgeSex_1950-2009,80,80,1
2010,PopulationBySingleAgeSex_1950-2009,81,81,1
2010,PopulationBySingleAgeSex_1950-2009,82,82,1
2010,PopulationBySingleAgeSex_1950-2009,83,83,1
2010,PopulationBySingleAgeSex_1950-2009,84,84,1
2010,PopulationBySingleAgeSex_1950-2009,85,85,1
2010,PopulationBySingleAgeSex_1950-2009,86,86,1
2010,PopulationBySingleAgeSex_1950-2009,87,87,1
2010,PopulationBySingleAgeSex_1950-2009,88,88,1
2010,PopulationBySingleAgeSex_1950-2009,89,89,1
2010,PopulationBySingleAgeSex_1950-2009,90,90,1
2010,PopulationBySingleAgeSex_1950-2009,91,91,1
2010,PopulationBySingleAgeSex_1950-2009,92,92,1
2010,PopulationBySingleAgeSex_1950-2009,93,93,1
2010,PopulationBySingleAgeSex_1950-2009,94,94,1
2010,PopulationBySingleAgeSex_1950-2009,95,95,1
2010,PopulationBySingleAgeSex_1950-2009,96,96,1
2010,PopulationBySingleAgeSex_1950-2009,97,97,1
2010,PopulationBySingleAgeSex_1950-2009,98,98,1
2010,PopulationBySingleAgeSex_1950-2009,99,99,1
2010,PopulationBySingleAgeSex_1950-2009,100,100,-1
2010,PopulationBySingleAgeSex_2010-2100,0,0,1
2010,PopulationBySingleAgeSex_2010-2100,1,1,1
2010,PopulationBySingleAgeSex_2010-2100,2,2,1
2010,PopulationBySingleAgeSex_2010-2100,3,3,1
2010,PopulationBySingleAgeSex_2010-2100,4,4,1
2010,PopulationBySingleAgeSex_2010-2100,5,5,1
2010,PopulationBySingleAgeSex_2010-2100,6,6,1
2010,PopulationBySingleAgeSex_2010-2100,7,7,1
2010,PopulationBySingleAgeSex_2010-2100,8,8,1
2010,PopulationBySingleAgeSex_2010-2100,9,9,1
2010,PopulationBySingleAgeSex_2010-2100,10,10,1
2010,PopulationBySingleAgeSex_2010-2100,11,11,1
2010,PopulationBySingleAgeSex_2010-2100,12,12,1
2010,PopulationBySingleAgeSex_2010-2100,13,13,1
2010,PopulationBySingleAgeSex_2010-2100,14,14,1
2010,PopulationBySingleAgeSex_2010-2100,15,15,1
2010,PopulationBySingleAgeSex_2010-2100,16,16,1
2010,PopulationBySingleAgeSex_2010-2100,17,17,1
2010,PopulationBySingleAgeSex_2010-2100,18,18,1
2010,PopulationBySingleAgeSex_2010-2100,19,19,1
2010,PopulationBySingleAgeSex_2010-2100,20,20,1
2010,PopulationBySingleAgeSex_2010-2100,21,21,1
2010,PopulationBySingleAgeSex_2010-2100,22,22,1
2010,PopulationBySingleAgeSex_2010-2100,23,23,1
2010,PopulationBySingleAgeSex_2010-2100,24,24,1
2010,PopulationBySingleAgeSex_2010-2100,25,25,1
2010,PopulationBySingleAgeSex_2010-2100,26,26,1
2010,PopulationBySingleAgeSex_2010-2100,27,27,1
2010,PopulationBySingleAgeSex_2010-2100,28,28,1
2010,PopulationBySingleAgeSex_2010-2100,29,29,1
2010,PopulationBySingleAgeSex_2010-2100,30,30,1
2010,PopulationBySingleAgeSex_2010-2100,31,31,1
2010,PopulationBySingleAgeSex_2010-2100,32,32,1
2010,PopulationBySingleAgeSex_2010-2100,33,33,1
2010,PopulationBySingleAgeSex_2010-2100,34,34,1
2010,PopulationBySingleAgeSex_2010-2100,35,35,1
2010,PopulationBySingleAgeSex_2010-2100,36,36,1
2010,PopulationBySingleAgeSex_2010-2100,37,37,1
2010,PopulationBySingleAgeSex_2010-2100,38,38,1
2010,PopulationBySingleAgeSex_2010-2100,39,39,1
2010,PopulationBySingleAgeSex_2010-2100,40,40,1
2010,PopulationBySingleAgeSex_2010-2100,41,41,1
2010,PopulationBySingleAgeSex_2010-2100,42,42,1
2010,PopulationBySingleAgeSex_2010-2100,43,43,1
2010,PopulationBySingleAgeSex_2010-2100,44,44,1
2010,PopulationBySingleAgeSex_2010-2100,45,45,1
2010,PopulationBySingleAgeSex_2010-2100,46,46,1
2010,PopulationBySingleAgeSex_2010-2100,47,47,1
2010,PopulationBySingleAgeSex_2010-2100,48,48,1
2010,PopulationBySingleAgeSex_2010-2100,49,49,1
2010,PopulationBySingleAgeSex_2010-2100,50,50,1
2010,PopulationBySingleAgeSex_2010-2100,51,51,1
2010,PopulationBySingleAgeSex_2010-2100,52,52,1
2010,PopulationBySingleAgeSex_2010-2100,53,53,1
2010,PopulationBySingleAgeSex_2010-2100,54,54,1
2010,PopulationBySingleAgeSex_2010-2100,55,55,1
2010,PopulationBySingleAgeSex_2010-2100,56,56,1
2010,PopulationBySingleAgeSex_2010-2100,57,57,1
2010,PopulationBySingleAgeSex_2010-2100,58,58,1
2010,PopulationBySingleAgeSex_2010-2100,59,59,1
2010,PopulationBySingleAgeSex_2010-2100,60,60,1
2010,PopulationBySingleAgeSex_2010-2100,61,61,1
2010,PopulationBySingleAgeSex_2010-2100,62,62,1
2010,PopulationBySingleAgeSex_2010-2100,63,63,1
2010,PopulationBySingleAgeSex_2010-2100,64,64,1
2010,PopulationBySingleAgeSex_2010-2100,65,65,1
2010,PopulationBySingleAgeSex_2010-2100,66,66,1
2010,PopulationBySingleAgeSex_2010-2100,67,67,1
2010,PopulationBySingleAgeSex_2010-2100,68,68,1
2010,PopulationBySingleAgeSex_2010-2100,69,69,1
2010,PopulationBySingleAgeSex_2010-2100,70,70,1
2010,PopulationBySingleAgeSex_2010-2100,71,71,1
2010,PopulationBySingleAgeSex_2010-2100,72,72,1
2010,PopulationBySingleAgeSex_2010-2100,73,73,1
2010,PopulationBySingleAgeSex_2010-2100,74,74,1
2010,PopulationBySingleAgeSex_2010-2100,75,75,1
2010,PopulationBySingleAgeSex_2010-2100,76,76,1
2010,PopulationBySingleAgeSex_2010-2100,77,77,1
2010,PopulationBySingleAgeSex_2010-2100,78,78,1
2010,PopulationBySingleAgeSex_2010-2100,79,79,1
2010,PopulationBySingleAgeSex_2010-2100,80,80,1
2010,PopulationBySingleAgeSex_2010-2100,81,81,1
2010,PopulationBySingleAgeSex_2010-2100,82,82,1
2010,PopulationBySingleAgeSex_2010-2100,83,83,1
2010,PopulationBySingleAgeSex_2010-2100,84,84,1
2010,PopulationBySingleAgeSex_2010-2100,85,85,1
2010,PopulationBySingleAgeSex_2010-2100,86,86,1
2010,PopulationBySingleAgeSex_2010-2100,87,87,1
2010,PopulationBySingleAgeSex_2010-2100,88,88,1
2010,PopulationBySingleAgeSex_2010-2100,89,89,1
2010,PopulationBySingleAgeSex_2010-2100,90,90,1
2010,PopulationBySingleAgeSex_2010-2100,91,91,1
2010,PopulationBySingleAgeSex_2010-2100,92,92,1
2010,PopulationBySingleAgeSex_2010-2100,93,93,1
2010,PopulationBySingleAgeSex_2010-2100,94,94,1
2010,PopulationBySingleAgeSex_2010-2100,95,95,1
2010,PopulationBySingleAgeSex_2010-2100,96,96,1
2010,PopulationBySingleAgeSex_2010-2100,97,97,1
2010,PopulationBySingleAgeSex_2010-2100,98,98,1
2010,PopulationBySingleAgeSex_2010-2100,99,99,1
2010,PopulationBySingleAgeSex_2010-2100,100,100,-1
2012,Fertility_by_Age,15-19,15,5
2012,Fertility_by_Age,20-24,20,5
2012,Fertility_by_Age,25-29,25,5
2012,Fertility_by_Age,30-34,30,5
2012,Fertility_by_Age,35-39,35,5
2012,Fertility_by_Age,40-44,40,5
2012,Fertility_by_Age,45-49,45,5
2012,Life_Table,0,0,1
2012,Life_Table,1-4,1,4
2012,Life_Table,5-9,5,5
2012,Life_Table,10-14,10,5
2012,Life_Table,15-19,15,5
2012,Life_Table,20-24,20,5
2012,Life_Table,25-29,25,5
2012,Life_Table,30-34,30,5
2012,Life_Table,35-39,35,5
2012,Life_Table,40-44,40,5
2012,Life_Table,45-49,45,5
2012,Life_Table,50-54,50,5
2012,Life_Table,55-59,55,5
2012,Life_Table,60-64,60,5
2012,Life_Table,65-69,65,5
2012,Life_Table,70-74,70,5
2012,Life_Table,75-79,75,5
2012,Life_Table,80-84,80,5
2012,Life_Table,85-89,85,5
2012,Life_Table,90-94,90,5
2012,Life_Table,95-99,95,5
2012,Life_Table,100+,100,-1
2012,PopulationByAgeSex_5x5_Medium,0-4,0,5
2012,PopulationByAgeSex_5x5_Medium,5-9,5,5
2012,PopulationByAgeSex_5x5_Medium,10-14,10,5
2012,PopulationByAgeSex_5x5_Medium,15-19,15,5
2012,PopulationByAgeSex_5x5_Medium,20-24,20,5
2012,PopulationByAgeSex_5x5_Medium,25-29,25,5
2012,PopulationByAgeSex_5x5_Medium,30-34,30,5
2012,PopulationByAgeSex_5x5_Medium,35-39,35,5
2012,PopulationByAgeSex_5x5_Medium,40-44,40,5
2012,PopulationByAgeSex_5x5_Medium,45-49,45,5
2012,PopulationByAgeSex_5x5_Medium,50-54,50,5
2012,PopulationByAgeSex_5x5_Medium,55-59,55,5
2012,PopulationByAgeSex_5x5_Medium,60-64,60,5
2012,PopulationByAgeSex_5x5_Medium,65-69,65,5
2012,PopulationByAgeSex_5x5_Medium,70-74,70,5
2012,PopulationByAgeSex_5x5_Medium,75-79,75,5
2012,PopulationByAgeSex_5x5_Medium,80-84,80,5
2012,PopulationByAgeSex_5x5_Medium,85-89,85,5
2012,PopulationByAgeSex_5x5_Medium,90-94,90,5
2012,PopulationByAgeSex_5x5_Medium,95-99,95,5
2012,PopulationByAgeSex_5x5_Medium,100+,100,-1
2012,PopulationByAgeSex_Medium,0-4,0,5
2012,PopulationByAgeSex_Medium,5-9,5,5
2012,PopulationByAgeSex_Medium,10-14,10,5
2012,PopulationByAgeSex_Medium,15-19,15,5
2012,PopulationByAgeSex_Medium,20-24,20,5
2012,PopulationByAgeSex_Medium,25-29,25,5
2012,PopulationByAgeSex_Medium,30-34,30,5
2012,PopulationByAgeSex_Medium,35-39,35,5
2012,PopulationByAgeSex_Medium,40-44,40,5
2012,PopulationByAgeSex_Medium,45-49,45,5
2012,PopulationByAgeSex_Medium,50-54,50,5
2012,PopulationByAgeSex_Medium,55-59,55,5
2012,PopulationByAgeSex_Medium,60-64,60,5
2012,PopulationByAgeSex_Medium,65-69,65,5
2012,PopulationByAgeSex_Medium,70-74,70,5
2012,PopulationByAgeSex_Medium,75-79,75,5
2012,PopulationByAgeSex_Medium,80-84,80,5
2012,PopulationByAgeSex_Medium,85-89,85,5
2012,PopulationByAgeSex_Medium,90-94,90,5
2012,PopulationByAgeSex_Medium,95-99,95,5
2012,PopulationByAgeSex_Medium,100+,100,-1
2012,PopulationByAgeSex_OtherVariants,0-4,0,5
2012,PopulationByAgeSex_OtherVariants,5-9,5,5
2012,PopulationByAgeSex_OtherVariants,10-14,10,5
2012,PopulationByAgeSex_OtherVariants,15-19,15,5
2012,PopulationByAgeSex_OtherVariants,20-24,20,5
2012,PopulationByAgeSex_OtherVariants,25-29,25,5
2012,PopulationByAgeSex_OtherVariants,30-34,30,5
2012,PopulationByAgeSex_OtherVariants,35-39,35,5
2012,PopulationByAgeSex_OtherVariants,40-44,40,5
2012,PopulationByAgeSex_OtherVariants,45-49,45,5
2012,PopulationByAgeSex_OtherVariants,50-54,50,5
2012,PopulationByAgeSex_OtherVariants,55-59,55,5
2012,PopulationByAgeSex_OtherVariants,60-64,60,5
2012,PopulationByAgeSex_OtherVariants,65-69,65,5
2012,PopulationByAgeSex_OtherVariants,70-74,70,5
2012,PopulationByAgeSex_OtherVariants,75-79,75,5
2012,PopulationByAgeSex_OtherVariants,80-84,80,5
2012,PopulationByAgeSex_OtherVariants,85-89,85,5
2012,PopulationByAgeSex_OtherVariants,90-94,90,5
2012,PopulationByAgeSex_OtherVariants,95-99,95,5
2012,PopulationByAgeSex_OtherVariants,100+,100,-1
2012,PopulationBySingleAgeSex_1950-2009,0,0,1
2012,PopulationBySingleAgeSex_1950-2009,1,1,1
2012,PopulationBySingleAgeSex_1950-2009,2,2,1
2012,PopulationBySingleAgeSex_1950-2009,3,3,1
2012,PopulationBySingleAgeSex_1950-2009,4,4,1
2012,PopulationBySingleAgeSex_1950-2009,5,5,1
2012,PopulationBySingleAgeSex_1950-2009,6,6,1
2012,PopulationBySingleAgeSex_1950-2009,7,7,1
2012,PopulationBySingleAgeSex_1950-2009,8,8,1
2012,PopulationBySingleAgeSex_1950-2009,9,9,1
2012,PopulationBySingleAgeSex_1950-2009,10,10,1
2012,PopulationBySingleAgeSex_1950-2009,11,11,1
2012,PopulationBySingleAgeSex_1950-2009,12,12,1
2012,PopulationBySingleAgeSex_1950-2009,13,13,1
2012,PopulationBySingleAgeSex_1950-2009,14,14,1
2012,PopulationBySingleAgeSex_1950-2009,15,15,1
2012,PopulationBySingleAgeSex_1950-2009,16,16,1
2012,PopulationBySingleAgeSex_1950-2009,17,17,1
2012,PopulationBySingleAgeSex_1950-2009,18,18,1
2012,PopulationBySingleAgeSex_1950-2009,19,19,1
2012,PopulationBySingleAgeSex_1950-2009,20,20,1
2012,PopulationBySingleAgeSex_1950-2009,21,21,1
2012,PopulationBySingleAgeSex_1950-2009,22,22,1
2012,PopulationBySingleAgeSex_1950-2009,23,23,1
2012,PopulationBySingleAgeSex_1950-2009,24,24,1
2012,PopulationBySingleAgeSex_1950-2009,25,25,1
2012,PopulationBySingleAgeSex_1950-2009,26,26,1
2012,PopulationBySingleAgeSex_1950-2009,27,27,1
2012,PopulationBySingleAgeSex_1950-2009,28,28,1
2012,PopulationBySingleAgeSex_1950-2009,29,29,1
2012,PopulationBySingleAgeSex_1950-2009,30,30,1
2012,PopulationBySingleAgeSex_1950-2009,31,31,1
2012,PopulationBySingleAgeSex_1950-2009,32,32,1
2012,PopulationBySingleAgeSex_1950-2009,33,33,1
2012,PopulationBySingleAgeSex_1950-2009,34,34,1
2012,PopulationBySingleAgeSex_1950-2009,35,35,1
2012,PopulationBySingleAgeSex_1950-2009,36,36,1
